old_species,new_species,ani,accession,phenotype,antibiotic,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_platform,testing_standard,testing_standard_year,publication,isolation_source,isolation_country,collection_date,biosample,genome
Staphylococcus aureus,Staphylococcus aureus,0.9934967421527598,ERR418990,Resistant,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398178,ENA_SAMEA2340507
Staphylococcus aureus,Staphylococcus aureus,0.9823845179203968,ERR418993,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398181,ENA_SAMEA2340510
Staphylococcus aureus,Staphylococcus aureus,0.9835564382921906,ERR418998,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398186,ENA_SAMEA2340515
Staphylococcus aureus,Staphylococcus aureus,0.9921365728171688,ERR418999,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398187,ENA_SAMEA2340516
Staphylococcus aureus,Staphylococcus aureus,0.9860757200065232,ERR419002,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398190,ENA_SAMEA2340519
Staphylococcus aureus,Staphylococcus aureus,0.9860815324177256,ERR419004,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398192,ENA_SAMEA2340521
Staphylococcus aureus,Staphylococcus aureus,0.9834085977902454,ERR419005,Resistant,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398193,ENA_SAMEA2340522
Staphylococcus aureus,Staphylococcus aureus,0.9830813321817772,ERR419006,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398194,ENA_SAMEA2340523
Staphylococcus aureus,Staphylococcus aureus,0.9984322506331929,ERR419011,Resistant,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398199,ENA_SAMEA2340528
Staphylococcus aureus,Staphylococcus aureus,0.9857022573641446,ERR419014,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398202,ENA_SAMEA2340531
Staphylococcus aureus,Staphylococcus aureus,0.9935757798715537,ERR419019,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398207,ENA_SAMEA2340536
Staphylococcus aureus,Staphylococcus aureus,0.9985964487781008,ERR419021,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398209,ENA_SAMEA2340538
Staphylococcus aureus,Staphylococcus aureus,0.9988791622286785,ERR419025,Resistant,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398213,ENA_SAMEA2340542
Staphylococcus aureus,Staphylococcus aureus,0.9988917100848222,ERR419026,Resistant,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398214,ENA_SAMEA2340543
Staphylococcus aureus,Staphylococcus aureus,0.9934623703125404,ERR419028,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398216,ENA_SAMEA2340545
Staphylococcus aureus,Staphylococcus aureus,0.9822281260765586,ERR419036,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398224,ENA_SAMEA2340553
Staphylococcus aureus,Staphylococcus aureus,0.9858082024978484,ERR419041,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398229,ENA_SAMEA2340558
Staphylococcus aureus,Staphylococcus aureus,0.9935155686797588,ERR419052,Resistant,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398240,ENA_SAMEA2340569
Staphylococcus aureus,Staphylococcus aureus,0.982960349287336,ERR419055,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398243,ENA_SAMEA2340572
Staphylococcus aureus,Staphylococcus aureus,0.9833315229339964,ERR419056,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398244,ENA_SAMEA2340573
Staphylococcus aureus,,,ERR419063,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398251,
Staphylococcus aureus,,,ERR419063,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398251,
Staphylococcus aureus,,,ERR419063,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398251,
Staphylococcus aureus,Staphylococcus aureus,0.9821645010038696,ERR419065,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398253,ENA_SAMEA2340582
Staphylococcus aureus,Staphylococcus aureus,0.9834862467987722,ERR419068,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398256,ENA_SAMEA2340585
Staphylococcus aureus,Staphylococcus aureus,0.9927108426243972,ERR419071,Resistant,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398259,ENA_SAMEA2340588
Staphylococcus aureus,Staphylococcus aureus,0.9922467755443314,ERR419074,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398262,ENA_SAMEA2340591
Staphylococcus aureus,Staphylococcus aureus,0.9927020784550322,ERR419075,Resistant,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398263,ENA_SAMEA2340592
Staphylococcus aureus,Staphylococcus aureus,0.998690770064687,ERR419079,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398267,ENA_SAMEA2340596
Staphylococcus aureus,Staphylococcus aureus,0.9935940381558508,ERR419081,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398269,ENA_SAMEA2340598
Staphylococcus aureus,Staphylococcus aureus,0.9936169427851724,ERR419083,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398271,ENA_SAMEA2340600
Staphylococcus aureus,Staphylococcus aureus,0.9931777454242812,ERR419085,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398273,ENA_SAMEA2340602
Staphylococcus aureus,Staphylococcus aureus,0.9884205461399632,ERR419087,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398275,ENA_SAMEA2340604
Staphylococcus aureus,Staphylococcus aureus,0.9878265688740896,ERR419089,Resistant,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398277,ENA_SAMEA2340606
Staphylococcus aureus,Staphylococcus aureus,0.9834468373468428,ERR419092,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398280,ENA_SAMEA2340609
Staphylococcus aureus,Staphylococcus aureus,0.9834602964932492,ERR419093,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398281,ENA_SAMEA2340610
Staphylococcus aureus,Staphylococcus aureus,0.9835028312358948,ERR419095,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398283,ENA_SAMEA2340612
Staphylococcus aureus,Staphylococcus aureus,0.9819370160550014,ERR419096,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398284,ENA_SAMEA2340613
Staphylococcus aureus,Staphylococcus aureus,0.9834898571778232,ERR419097,Resistant,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398285,ENA_SAMEA2340614
Staphylococcus aureus,Staphylococcus aureus,0.9822761650260824,ERR419099,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398287,ENA_SAMEA2340616
Staphylococcus aureus,Staphylococcus aureus,0.9831999634267824,ERR419104,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398292,ENA_SAMEA2340621
Staphylococcus aureus,Staphylococcus aureus,0.993279019572994,ERR419105,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398293,ENA_SAMEA2340622
Staphylococcus aureus,Staphylococcus aureus,0.9878599713005604,ERR419107,Resistant,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398295,ENA_SAMEA2340624
Staphylococcus aureus,Staphylococcus aureus,0.9859265578135528,ERR419108,Resistant,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398296,ENA_SAMEA2340625
Staphylococcus aureus,Staphylococcus aureus,0.993279019572994,ERR419115,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398303,ENA_SAMEA2340632
Staphylococcus aureus,Staphylococcus aureus,0.9832963991448602,ERR419118,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398306,ENA_SAMEA2340635
Staphylococcus aureus,Staphylococcus aureus,0.9822218871158332,ERR419119,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398307,ENA_SAMEA2340636
Staphylococcus aureus,Staphylococcus aureus,0.9858151937737398,ERR419120,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398308,ENA_SAMEA2340637
Staphylococcus aureus,Staphylococcus aureus,0.998153745480327,ERR419126,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398314,ENA_SAMEA2340643
Staphylococcus aureus,Staphylococcus aureus,0.9879286092655022,ERR419130,Resistant,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398318,ENA_SAMEA2340647
Staphylococcus aureus,Staphylococcus aureus,0.9933081967691062,ERR419139,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398327,ENA_SAMEA2340656
Staphylococcus aureus,Staphylococcus aureus,0.982327387566996,ERR419148,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398336,ENA_SAMEA2340665
Staphylococcus aureus,Staphylococcus aureus,0.985793079426007,ERR419149,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398337,ENA_SAMEA2340666
Staphylococcus aureus,Staphylococcus aureus,0.9925607229214026,ERR419154,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398342,ENA_SAMEA2340671
Staphylococcus aureus,Staphylococcus aureus,0.982283889315166,ERR419155,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398343,ENA_SAMEA2340672
Staphylococcus aureus,Staphylococcus aureus,0.9984905031749782,ERR419157,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398345,ENA_SAMEA2340674
Staphylococcus aureus,Staphylococcus aureus,0.9938789167028308,ERR419164,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398352,ENA_SAMEA2340681
Staphylococcus aureus,Staphylococcus aureus,0.9934287490516078,ERR419167,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398355,ENA_SAMEA2340684
Staphylococcus aureus,Staphylococcus aureus,0.9986764612728568,ERR419168,Resistant,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398356,ENA_SAMEA2340685
Staphylococcus aureus,Staphylococcus aureus,0.9822718068972214,ERR419170,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398358,ENA_SAMEA2340687
Staphylococcus aureus,Staphylococcus aureus,0.9859540166718808,ERR419174,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398362,ENA_SAMEA2340691
Staphylococcus aureus,Staphylococcus aureus,0.9925072672162978,ERR419175,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398363,ENA_SAMEA2340692
Staphylococcus aureus,Staphylococcus aureus,0.9857808154062252,ERR419181,Resistant,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398369,ENA_SAMEA2340698
Staphylococcus aureus,Staphylococcus aureus,0.9933746571592454,ERR419193,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398381,ENA_SAMEA2340710
Staphylococcus aureus,Staphylococcus aureus,0.9922844912987264,ERR419199,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398387,ENA_SAMEA2340716
Staphylococcus aureus,Staphylococcus aureus,0.987985030171132,ERR419201,Resistant,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398389,ENA_SAMEA2340718
Staphylococcus aureus,Staphylococcus aureus,0.9835153868142728,ERR419202,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398390,ENA_SAMEA2340719
Staphylococcus aureus,Staphylococcus aureus,0.9930240827159886,ERR419208,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398396,ENA_SAMEA2340725
Staphylococcus aureus,Staphylococcus aureus,0.9832864189884244,ERR419210,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398398,ENA_SAMEA2340727
Staphylococcus aureus,Staphylococcus aureus,0.993635029422796,ERR419217,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398405,ENA_SAMEA2340734
Staphylococcus aureus,Staphylococcus aureus,0.9936665127988262,ERR419218,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398406,ENA_SAMEA2340735
Staphylococcus aureus,Staphylococcus aureus,0.9835607349883886,ERR419220,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398408,ENA_SAMEA2340737
Staphylococcus aureus,Staphylococcus aureus,0.9857526211981316,ERR419223,Resistant,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398411,ENA_SAMEA2340740
Staphylococcus aureus,Staphylococcus aureus,0.9933746571592454,ERR419225,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398413,ENA_SAMEA2340742
Staphylococcus aureus,Staphylococcus aureus,0.9936508247097112,ERR419226,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398414,ENA_SAMEA2340743
Staphylococcus aureus,Staphylococcus aureus,0.9836990911660796,ERR419236,Susceptible,erythromycin,,,,,,CLSI,2013,26686880,,,,ERS398424,ENA_SAMEA2340753
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.996600819409328,ERR1447948,Resistant,tetracycline,,2.0,mg/L,Disk diffusion,E-test,CLSI,2013,29553335,,2009,,ERS433512,BVBRC_485.3331
Escherichia coli,Escherichia coli,0.9777956927523588,ERR4013421,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415829,ENA_SAMEA6656361
Escherichia coli,Escherichia coli,0.97353275349794,ERR4013422,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415830,ENA_SAMEA6656362
Escherichia coli,Escherichia coli,0.9724582573673493,ERR4013423,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415831,ENA_SAMEA6656363
Escherichia coli,Escherichia coli,0.9889971439477866,ERR4013424,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415832,ENA_SAMEA6656364
Escherichia coli,Escherichia coli,0.9970532788105976,ERR4013425,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415833,ENA_SAMEA6656365
Escherichia coli,Escherichia coli,0.977786533682837,ERR4013426,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415834,ENA_SAMEA6656366
Escherichia coli,Escherichia coli,0.973579056626596,ERR4013427,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415835,ENA_SAMEA6656367
Escherichia coli,Escherichia coli,0.9860583921114476,ERR4013428,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415836,ENA_SAMEA6656368
Escherichia coli,Escherichia coli,0.9726280231711142,ERR4013429,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415837,ENA_SAMEA6656369
Escherichia coli,Escherichia coli,0.973251837808096,ERR4013430,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415838,ENA_SAMEA6656370
Escherichia coli,Escherichia coli,0.9735240379983144,ERR4013431,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415839,ENA_SAMEA6656371
Escherichia coli,Escherichia coli,0.9896984211680442,ERR4013444,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415852,ENA_SAMEA6656384
Escherichia coli,Escherichia coli,0.9891616155517416,ERR4013445,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415853,ENA_SAMEA6656385
Escherichia coli,Escherichia coli,0.9901806262906048,ERR4013446,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415854,ENA_SAMEA6656386
Escherichia coli,Escherichia coli,0.9896467226819856,ERR4013447,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415855,ENA_SAMEA6656387
Escherichia coli,Escherichia coli,0.9888422262509258,ERR4013448,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415856,ENA_SAMEA6656388
Escherichia coli,Escherichia coli,0.9901013908261737,ERR4013449,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415857,ENA_SAMEA6656389
Escherichia coli,Escherichia coli,0.9728088083400034,ERR4013450,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415858,ENA_SAMEA6656390
Escherichia coli,Escherichia coli,0.9744840371719364,ERR4013451,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415859,ENA_SAMEA6656391
Escherichia coli,Escherichia coli,0.9889250058534582,ERR4013452,Resistant,gentamicin,>,16.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415860,ENA_SAMEA6656392
Escherichia coli,Escherichia coli,0.9809844897740564,ERR4013453,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415861,ENA_SAMEA6656393
Escherichia coli,Escherichia coli,0.9749961094631634,ERR4013454,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415862,ENA_SAMEA6656394
Escherichia coli,Escherichia coli,0.9891286037109516,ERR4013455,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415863,ENA_SAMEA6656395
Escherichia coli,Escherichia coli,0.9899384122537735,ERR4013456,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415864,ENA_SAMEA6656396
Escherichia coli,Escherichia coli,0.9892339852011184,ERR4013457,Intermediate,gentamicin,=,4.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415865,ENA_SAMEA6656397
Escherichia coli,Escherichia coli,0.9739269275187354,ERR4013458,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415866,ENA_SAMEA6656398
Escherichia coli,Escherichia coli,0.9737608853738003,ERR4013459,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Blood,,,ERS4415867,ENA_SAMEA6656399
Escherichia coli,Escherichia coli,0.97802206921429,ERR4013460,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415868,ENA_SAMEA6656400
Escherichia coli,Escherichia coli,0.9896918591708516,ERR4013461,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415869,ENA_SAMEA6656401
Escherichia coli,Escherichia coli,0.9737812387687028,ERR4013462,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415870,ENA_SAMEA6656402
Escherichia coli,Escherichia coli,0.989942590290592,ERR4013463,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415871,ENA_SAMEA6656403
Escherichia coli,Escherichia coli,0.9752657703499612,ERR4013464,Susceptible,gentamicin,<=,2.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415872,ENA_SAMEA6656404
Escherichia coli,Escherichia coli,0.9896414679274892,ERR4013465,Resistant,gentamicin,=,8.0,mg/L,Broth microdilution,,CLSI,CLSI,35756053,Urine,,,ERS4415873,ENA_SAMEA6656405
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9899471481010093,ERR775674,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,30787414,Endotracheal tube,Pakistan,,ERS482880,ENA_SAMEA2609362
Klebsiella pneumoniae,Klebsiella pneumoniae,0.988783940651141,ERR775675,Intermediate,gentamicin,,4.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,30787414,Blood,Pakistan,,ERS482883,ENA_SAMEA2609365
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9893127509113824,ERR775677,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,30787414,Blood,Pakistan,,ERS482887,ENA_SAMEA2609369
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9883756531833874,ERR775490,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,30787414,Endotracheal tube,Pakistan,,ERS482892,ENA_SAMEA2609374
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9885879542593776,ERR775693,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,30787414,Urine,Pakistan,,ERS482927,ENA_SAMEA2609409
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9901243024750646,ERR775502,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,30787414,Peritoneal dialysis catheter,Pakistan,,ERS482934,ENA_SAMEA2609416
Klebsiella pneumoniae,Klebsiella pneumoniae,0.989140236054632,ERR775509,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,30787414,blood,Pakistan,,ERS482945,ENA_SAMEA2609427
Klebsiella pneumoniae,Klebsiella pneumoniae,0.989134990924164,ERR775515,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,30787414,blood,Pakistan,,ERS482962,ENA_SAMEA2609444
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9892732757854548,ERR775609,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,30787414,urine,Pakistan,,ERS482965,ENA_SAMEA2609447
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9883447011237998,ERR775518,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,30787414,Endotracheal tube,Pakistan,,ERS482969,ENA_SAMEA2609451
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9895903068857236,ERR775620,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,30787414,Endotracheal tube,Pakistan,,ERS482984,ENA_SAMEA2609466
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9884876929614936,ERR775624,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,30787414,Blood,Pakistan,,ERS482992,ENA_SAMEA2609474
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9897168003716924,ERR775530,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,30787414,Blood,Pakistan,,ERS482995,ENA_SAMEA2609477
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9893586618714936,ERR775629,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,30787414,Peritoneal dialysis catheter,Pakistan,,ERS483001,ENA_SAMEA2609483
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9898923642095568,ERR775633,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,30787414,Cerebrospinal fluid,Pakistan,,ERS483009,ENA_SAMEA2609491
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9891507928894092,ERR775541,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,30787414,Urine,Pakistan,,ERS483017,ENA_SAMEA2609499
Klebsiella pneumoniae,Klebsiella pneumoniae,0.989308029148828,ERR775637,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,30787414,Tracheal Secretions,Pakistan,,ERS483018,ENA_SAMEA2609500
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9889087940533507,ERR775544,Intermediate,gentamicin,,4.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,30787414,Blood,Pakistan,,ERS483022,ENA_SAMEA2609504
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9894123432540292,ERR775640,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,30787414,Cerebrospinal fluid,Pakistan,,ERS483025,ENA_SAMEA2609507
Klebsiella pneumoniae,Klebsiella pneumoniae,0.989730223325452,ERR775546,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,30787414,Urine,Pakistan,,ERS483026,ENA_SAMEA2609508
