accession,old_species,new_species,comments
ERR2935427,Escherichia coli,NA,NA
ERR2935428,Escherichia coli,NA,NA
ERR2935429,Escherichia coli,NA,NA
ERR2935430,Escherichia coli,NA,NA
ERR2935431,Escherichia coli,NA,NA
ERR2935432,Escherichia coli,NA,NA
ERR2935433,Escherichia coli,NA,NA
ERR2935434,Escherichia coli,NA,NA
ERR2935435,Escherichia coli,NA,NA
ERR2935436,Escherichia coli,NA,NA
ERR2935437,Escherichia coli,NA,NA
ERR2935438,Escherichia coli,NA,NA
ERR2935439,Escherichia coli,NA,NA
ERR2935440,Escherichia coli,NA,NA
ERR2935441,Escherichia coli,NA,NA
ERR2935442,Escherichia coli,NA,NA
ERR2935443,Escherichia coli,NA,NA
ERR2935444,Escherichia coli,NA,NA
ERR2935445,Escherichia coli,NA,NA
ERR2935446,Escherichia coli,NA,NA
ERR2935447,Escherichia coli,NA,NA
ERR2935448,Escherichia coli,NA,NA
ERR2935449,Escherichia coli,NA,NA
ERR2935450,Escherichia coli,NA,NA
ERR2935451,Escherichia coli,NA,NA
ERR2935452,Escherichia coli,NA,NA
ERR2935453,Escherichia coli,NA,NA
ERR2935454,Escherichia coli,NA,NA
ERR2935455,Escherichia coli,NA,NA
ERR2935456,Escherichia coli,NA,NA
ERR2935457,Escherichia coli,NA,NA
ERR2935458,Escherichia coli,NA,NA
ERR2935459,Escherichia coli,NA,NA
ERR2935460,Escherichia coli,NA,NA
ERR2935461,Escherichia coli,NA,NA
ERR2935462,Escherichia coli,NA,NA
ERR2935463,Escherichia coli,NA,NA
ERR2935464,Escherichia coli,NA,NA
ERR2935465,Escherichia coli,NA,NA
ERR2935466,Escherichia coli,NA,NA
ERR2935467,Escherichia coli,NA,NA
ERR2935468,Escherichia coli,NA,NA
ERR2935469,Escherichia coli,NA,NA
ERR2935470,Escherichia coli,NA,NA
ERR2935471,Escherichia coli,NA,NA
ERR2935472,Escherichia coli,NA,NA
ERR2935473,Escherichia coli,NA,NA
ERR2935474,Escherichia coli,NA,NA
ERR2935475,Escherichia coli,NA,NA
ERR2935476,Escherichia coli,NA,NA
ERR2935477,Escherichia coli,NA,NA
ERR2935478,Escherichia coli,NA,NA
ERR2935479,Escherichia coli,NA,NA
ERR2935480,Escherichia coli,NA,NA
ERR2935481,Escherichia coli,NA,NA
ERR2935482,Escherichia coli,NA,NA
ERR2935483,Escherichia coli,NA,NA
ERR2935484,Escherichia coli,NA,NA
ERR2935485,Escherichia coli,NA,NA
ERR2935486,Escherichia coli,NA,NA
ERR2935487,Escherichia coli,NA,NA
ERR2935488,Escherichia coli,NA,NA
ERR2935489,Escherichia coli,NA,NA
ERR2935490,Escherichia coli,NA,NA
ERR2935491,Escherichia coli,NA,NA
ERR2935492,Escherichia coli,NA,NA
ERR2935493,Escherichia coli,NA,NA
ERR2935494,Escherichia coli,NA,NA
ERR2935495,Escherichia coli,NA,NA
ERR2935496,Escherichia coli,NA,NA
ERR2935497,Escherichia coli,NA,NA
ERR2935498,Escherichia coli,NA,NA
ERR2935499,Escherichia coli,NA,NA
ERR2935500,Escherichia coli,NA,NA
ERR2935501,Escherichia coli,NA,NA
ERR2935502,Escherichia coli,NA,NA
ERR2935503,Escherichia coli,NA,NA
ERR2935504,Escherichia coli,NA,NA
ERR2935505,Escherichia coli,NA,NA
ERR2935506,Escherichia coli,NA,NA
ERR2935507,Escherichia coli,NA,NA
ERR2935508,Escherichia coli,NA,NA
ERR2935509,Escherichia coli,NA,NA
ERR2935510,Escherichia coli,NA,NA
ERR2935511,Escherichia coli,NA,NA
ERR2935512,Escherichia coli,NA,NA
ERR2935513,Escherichia coli,NA,NA
ERR2935514,Escherichia coli,NA,NA
ERR2935515,Escherichia coli,NA,NA
ERR2935516,Escherichia coli,NA,NA
ERR2935517,Escherichia coli,NA,NA
ERR2935518,Escherichia coli,NA,NA
ERR2935519,Escherichia coli,NA,NA
ERR2935520,Escherichia coli,NA,NA
ERR2935521,Escherichia coli,NA,NA
ERR2935522,Escherichia coli,NA,NA
ERR2935523,Escherichia coli,NA,NA
ERR2935524,Escherichia coli,NA,NA
ERR2935525,Escherichia coli,NA,NA
ERR2935526,Escherichia coli,NA,NA
ERR2935527,Escherichia coli,NA,NA
ERR2935528,Escherichia coli,NA,NA
ERR2935529,Escherichia coli,NA,NA
ERR2935530,Escherichia coli,NA,NA
ERR2935531,Escherichia coli,NA,NA
ERR2935532,Escherichia coli,NA,NA
ERR2935533,Escherichia coli,NA,NA
ERR2935534,Escherichia coli,NA,NA
ERR2935535,Escherichia coli,NA,NA
ERR2935536,Escherichia coli,NA,NA
ERR2935537,Escherichia coli,NA,NA
ERR2935538,Escherichia coli,NA,NA
ERR2935539,Escherichia coli,NA,NA
ERR2935540,Escherichia coli,NA,NA
ERR2935541,Escherichia coli,NA,NA
ERR2935542,Escherichia coli,NA,NA
ERR2935543,Escherichia coli,NA,NA
ERR2935544,Escherichia coli,NA,NA
ERR2935545,Escherichia coli,NA,NA
ERR2935546,Escherichia coli,NA,NA
ERR2935547,Escherichia coli,NA,NA
ERR2935548,Escherichia coli,NA,NA
ERR2935549,Escherichia coli,NA,NA
ERR2935550,Escherichia coli,NA,NA
ERR2935551,Escherichia coli,NA,NA
ERR2935552,Escherichia coli,NA,NA
ERR2935553,Escherichia coli,NA,NA
ERR2935554,Escherichia coli,NA,NA
ERR2935555,Escherichia coli,NA,NA
ERR2935556,Escherichia coli,NA,NA
ERR2935557,Escherichia coli,NA,NA
ERR2935558,Escherichia coli,NA,NA
ERR2935559,Escherichia coli,NA,NA
ERR2935560,Escherichia coli,NA,NA
ERR2935561,Escherichia coli,NA,NA
ERR2935562,Escherichia coli,NA,NA
ERR2935563,Escherichia coli,NA,NA
ERR2935564,Escherichia coli,NA,NA
ERR2935565,Escherichia coli,NA,NA
ERR2935566,Escherichia coli,NA,NA
ERR2935567,Escherichia coli,NA,NA
ERR2935568,Escherichia coli,NA,NA
ERR2935569,Escherichia coli,NA,NA
ERR2935570,Escherichia coli,NA,NA
ERR2935571,Escherichia coli,NA,NA
ERR2935572,Escherichia coli,NA,NA
ERR2935573,Escherichia coli,NA,NA
ERR2935574,Escherichia coli,NA,NA
ERR2935575,Escherichia coli,NA,NA
ERR2935576,Escherichia coli,NA,NA
ERR2935577,Escherichia coli,NA,NA
ERR2935578,Escherichia coli,NA,NA
ERR2935579,Escherichia coli,NA,NA
ERR2935580,Escherichia coli,NA,NA
ERR2935581,Escherichia coli,NA,NA
ERR2935582,Escherichia coli,NA,NA
ERR2935583,Escherichia coli,NA,NA
ERR2935584,Escherichia coli,NA,NA
ERR2935585,Escherichia coli,NA,NA
ERR2935586,Escherichia coli,NA,NA
ERR2935587,Escherichia coli,NA,NA
ERR2935588,Escherichia coli,NA,NA
ERR2935589,Escherichia coli,NA,NA
ERR2935590,Escherichia coli,NA,NA
ERR2935591,Escherichia coli,NA,NA
ERR2935592,Escherichia coli,NA,NA
ERR2935593,Escherichia coli,NA,NA
ERR2935594,Escherichia coli,NA,NA
ERR2935595,Escherichia coli,NA,NA
ERR2935596,Escherichia coli,NA,NA
ERR2935597,Escherichia coli,NA,NA
ERR2935598,Escherichia coli,NA,NA
ERR2935599,Escherichia coli,NA,NA
ERR2935600,Escherichia coli,NA,NA
ERR2935601,Escherichia coli,NA,NA
ERR2935602,Escherichia coli,NA,NA
ERR2935603,Escherichia coli,NA,NA
ERR2935604,Escherichia coli,NA,NA
ERR2935605,Escherichia coli,NA,NA
ERR2935606,Escherichia coli,NA,NA
ERR2935607,Escherichia coli,NA,NA
ERR2935608,Escherichia coli,NA,NA
ERR2935609,Escherichia coli,NA,NA
ERR2935610,Escherichia coli,NA,NA
ERR2935611,Escherichia coli,NA,NA
ERR2935612,Escherichia coli,NA,NA
ERR2935613,Escherichia coli,NA,NA
ERR2935614,Escherichia coli,NA,NA
ERR2935615,Escherichia coli,NA,NA
ERR2935616,Escherichia coli,NA,NA
ERR2935617,Escherichia coli,NA,NA
ERR2935618,Escherichia coli,NA,NA
ERR2935619,Escherichia coli,NA,NA
ERR2935620,Escherichia coli,NA,NA
ERR2935621,Escherichia coli,NA,NA
ERR2935622,Escherichia coli,NA,NA
ERR2935623,Escherichia coli,NA,NA
ERR2935624,Escherichia coli,NA,NA
ERR2935625,Escherichia coli,NA,NA
ERR2935626,Escherichia coli,NA,NA
ERR2935627,Escherichia coli,NA,NA
ERR2935628,Escherichia coli,NA,NA
ERR2935629,Escherichia coli,NA,NA
ERR2935630,Escherichia coli,NA,NA
ERR2935631,Escherichia coli,NA,NA
ERR2935632,Escherichia coli,NA,NA
ERR2935633,Escherichia coli,NA,NA
ERR2935634,Escherichia coli,NA,NA
ERR2935635,Escherichia coli,NA,NA
ERR2935636,Escherichia coli,NA,NA
ERR2935637,Escherichia coli,NA,NA
ERR2935638,Escherichia coli,NA,NA
ERR2935639,Escherichia coli,NA,NA
ERR2935640,Escherichia coli,NA,NA
ERR2935641,Escherichia coli,NA,NA
ERR2935642,Escherichia coli,NA,NA
ERR2935643,Escherichia coli,NA,NA
ERR2935644,Escherichia coli,NA,NA
ERR2935645,Escherichia coli,NA,NA
ERR2935646,Escherichia coli,NA,NA
ERR2935647,Escherichia coli,NA,NA
ERR2935648,Escherichia coli,NA,NA
ERR2935649,Escherichia coli,NA,NA
ERR2935650,Escherichia coli,NA,NA
ERR2935651,Escherichia coli,NA,NA
ERR2935652,Escherichia coli,NA,NA
ERR2935653,Escherichia coli,NA,NA
ERR2935654,Escherichia coli,NA,NA
ERR2935655,Escherichia coli,NA,NA
ERR2935656,Escherichia coli,NA,NA
ERR2935657,Escherichia coli,NA,NA
ERR2935658,Escherichia coli,NA,NA
ERR2935659,Escherichia coli,NA,NA
ERR2935660,Escherichia coli,NA,NA
ERR2935661,Escherichia coli,NA,NA
ERR2935662,Escherichia coli,NA,NA
ERR2935663,Escherichia coli,NA,NA
ERR2935664,Escherichia coli,NA,NA
ERR2935665,Escherichia coli,NA,NA
ERR2935666,Escherichia coli,NA,NA
ERR2935667,Escherichia coli,NA,NA
ERR2935668,Escherichia coli,NA,NA
ERR2935669,Escherichia coli,NA,NA
ERR2935670,Escherichia coli,NA,NA
ERR2935671,Escherichia coli,NA,NA
ERR2935672,Escherichia coli,NA,NA
ERR2935673,Escherichia coli,NA,NA
ERR2935674,Escherichia coli,NA,NA
ERR2935675,Escherichia coli,NA,NA
ERR2935676,Escherichia coli,NA,NA
ERR2935677,Escherichia coli,NA,NA
ERR2935678,Escherichia coli,NA,NA
ERR2935679,Escherichia coli,NA,NA
ERR2935680,Escherichia coli,NA,NA
ERR2935681,Escherichia coli,NA,NA
ERR2935682,Escherichia coli,NA,NA
ERR2935683,Escherichia coli,NA,NA
ERR2935684,Escherichia coli,NA,NA
ERR2935685,Escherichia coli,NA,NA
ERR2935686,Escherichia coli,NA,NA
ERR2935687,Escherichia coli,NA,NA
ERR2935688,Escherichia coli,NA,NA
ERR2935689,Escherichia coli,NA,NA
ERR2935690,Escherichia coli,NA,NA
ERR2935691,Escherichia coli,NA,NA
ERR2935692,Escherichia coli,NA,NA
ERR2935693,Escherichia coli,NA,NA
ERR2935694,Escherichia coli,NA,NA
ERR2935695,Escherichia coli,NA,NA
ERR2935696,Escherichia coli,NA,NA
ERR2935697,Escherichia coli,NA,NA
ERR2935698,Escherichia coli,NA,NA
ERR2935699,Escherichia coli,NA,NA
ERR2935700,Escherichia coli,NA,NA
ERR2935701,Escherichia coli,NA,NA
ERR2935702,Escherichia coli,NA,NA
ERR2935703,Escherichia coli,NA,NA
ERR2935704,Escherichia coli,NA,NA
ERR2935705,Escherichia coli,NA,NA
ERR2935706,Escherichia coli,NA,NA
ERR2935707,Escherichia coli,NA,NA
ERR2935708,Escherichia coli,NA,NA
ERR2935709,Escherichia coli,NA,NA
ERR2935710,Escherichia coli,NA,NA
ERR2935711,Escherichia coli,NA,NA
ERR2935712,Escherichia coli,NA,NA
ERR2935713,Escherichia coli,NA,NA
ERR2935714,Escherichia coli,NA,NA
ERR2935715,Escherichia coli,NA,NA
ERR2935716,Escherichia coli,NA,NA
ERR2935717,Escherichia coli,NA,NA
ERR2935718,Escherichia coli,NA,NA
ERR2935719,Escherichia coli,NA,NA
ERR2935720,Escherichia coli,NA,NA
ERR2935721,Escherichia coli,NA,NA
ERR2935722,Escherichia coli,NA,NA
ERR2935723,Escherichia coli,NA,NA
ERR2935724,Escherichia coli,NA,NA
ERR2935725,Escherichia coli,NA,NA
ERR2935726,Escherichia coli,NA,NA
ERR2935727,Escherichia coli,NA,NA
ERR2935728,Escherichia coli,NA,NA
ERR2935729,Escherichia coli,NA,NA
ERR2935730,Escherichia coli,NA,NA
ERR2935731,Escherichia coli,NA,NA
ERR2935732,Escherichia coli,NA,NA
ERR2935733,Escherichia coli,NA,NA
ERR2935734,Escherichia coli,NA,NA
ERR2935735,Escherichia coli,NA,NA
ERR2935736,Escherichia coli,NA,NA
ERR2935737,Escherichia coli,NA,NA
ERR2935738,Escherichia coli,NA,NA
ERR2935739,Escherichia coli,NA,NA
ERR2935740,Escherichia coli,NA,NA
ERR2935741,Escherichia coli,NA,NA
ERR2935742,Escherichia coli,NA,NA
ERR2935743,Escherichia coli,NA,NA
ERR2935744,Escherichia coli,NA,NA
ERR2935745,Escherichia coli,NA,NA
ERR2935746,Escherichia coli,NA,NA
ERR2935747,Escherichia coli,NA,NA
ERR2935748,Escherichia coli,NA,NA
ERR2935749,Escherichia coli,NA,NA
ERR2935750,Escherichia coli,NA,NA
ERR2935751,Escherichia coli,NA,NA
ERR2935752,Escherichia coli,NA,NA
ERR2935753,Escherichia coli,NA,NA
ERR2935754,Escherichia coli,NA,NA
ERR2935755,Escherichia coli,NA,NA
ERR2935756,Escherichia coli,NA,NA
ERR2935757,Escherichia coli,NA,NA
ERR2935758,Escherichia coli,NA,NA
ERR2935759,Escherichia coli,NA,NA
ERR2935760,Escherichia coli,NA,NA
ERR2935761,Escherichia coli,NA,NA
ERR2935762,Escherichia coli,NA,NA
ERR2935763,Escherichia coli,NA,NA
ERR2935764,Escherichia coli,NA,NA
ERR2935765,Escherichia coli,NA,NA
ERR2935766,Escherichia coli,NA,NA
ERR2935767,Escherichia coli,NA,NA
ERR2935768,Escherichia coli,NA,NA
ERR2935769,Escherichia coli,NA,NA
ERR2935770,Escherichia coli,NA,NA
ERR2935771,Escherichia coli,NA,NA
ERR2935772,Escherichia coli,NA,NA
ERR2935773,Escherichia coli,NA,NA
ERR2935774,Escherichia coli,NA,NA
ERR2935775,Escherichia coli,NA,NA
ERR2935776,Escherichia coli,NA,NA
ERR3449876,Escherichia coli,NA,NA
ERR3449877,Escherichia coli,NA,NA
ERR3449878,Escherichia coli,NA,NA
ERR3449879,Escherichia coli,NA,NA
ERR3449880,Escherichia coli,NA,NA
ERR3449881,Escherichia coli,NA,NA
ERR3449882,Escherichia coli,NA,NA
ERR3449883,Escherichia coli,NA,NA
ERR3449884,Escherichia coli,NA,NA
ERR3449885,Escherichia coli,NA,NA
ERR3449886,Escherichia coli,NA,NA
ERR3449887,Escherichia coli,NA,NA
ERR4013380,Escherichia coli,NA,NA
ERR4013381,Escherichia coli,NA,NA
ERR4013382,Escherichia coli,NA,NA
ERR4013383,Escherichia coli,NA,NA
ERR4013384,Escherichia coli,NA,NA
ERR4013385,Escherichia coli,NA,NA
ERR4013386,Escherichia coli,NA,NA
ERR4013387,Escherichia coli,NA,NA
ERR4013388,Escherichia coli,NA,NA
ERR4013389,Escherichia coli,NA,NA
ERR4013390,Escherichia coli,NA,NA
ERR4013408,Escherichia coli,NA,NA
ERR4013409,Escherichia coli,NA,NA
ERR4013410,Escherichia coli,NA,NA
ERR4013411,Escherichia coli,NA,NA
ERR4013412,Escherichia coli,NA,NA
ERR4013413,Escherichia coli,NA,NA
ERR4013414,Escherichia coli,NA,NA
ERR4013415,Escherichia coli,NA,NA
ERR4013416,Escherichia coli,NA,NA
ERR4013417,Escherichia coli,NA,NA
ERR4013418,Escherichia coli,NA,NA
ERR4013419,Escherichia coli,NA,NA
ERR4013420,Escherichia coli,NA,NA
ERR4013421,Escherichia coli,NA,NA
ERR4013422,Escherichia coli,NA,NA
ERR4013423,Escherichia coli,NA,NA
ERR4013424,Escherichia coli,NA,NA
ERR4013425,Escherichia coli,NA,NA
ERR4013426,Escherichia coli,NA,NA
ERR4013427,Escherichia coli,NA,NA
ERR4013428,Escherichia coli,NA,NA
ERR4013429,Escherichia coli,NA,NA
ERR4013430,Escherichia coli,NA,NA
ERR4013431,Escherichia coli,NA,NA
ERR4013444,Escherichia coli,NA,NA
ERR4013445,Escherichia coli,NA,NA
ERR4013446,Escherichia coli,NA,NA
ERR4013447,Escherichia coli,NA,NA
ERR4013448,Escherichia coli,NA,NA
ERR4013449,Escherichia coli,NA,NA
ERR4013450,Escherichia coli,NA,NA
ERR4013451,Escherichia coli,NA,NA
ERR4013452,Escherichia coli,NA,NA
ERR4013453,Escherichia coli,NA,NA
ERR4013454,Escherichia coli,NA,NA
ERR4013455,Escherichia coli,NA,NA
ERR4013456,Escherichia coli,NA,NA
ERR4013457,Escherichia coli,NA,NA
ERR4013458,Escherichia coli,NA,NA
ERR4013459,Escherichia coli,NA,NA
ERR4013460,Escherichia coli,NA,NA
ERR4013461,Escherichia coli,NA,NA
ERR4013462,Escherichia coli,NA,NA
ERR4013463,Escherichia coli,NA,NA
ERR4013464,Escherichia coli,NA,NA
ERR4013465,Escherichia coli,NA,NA
ERR4013488,Escherichia coli,NA,NA
ERR4013489,Escherichia coli,NA,NA
SRR1010890,Escherichia coli,NA,NA
SRR1010892,Escherichia coli,NA,NA
SRR1010894,Escherichia coli,NA,NA
SRR1173075,Escherichia coli,NA,NA
SRR1173096,Escherichia coli,NA,NA
SRR1180761,Escherichia coli,NA,NA
SRR1180880,Escherichia coli,NA,NA
SRR1181001,Escherichia coli,NA,NA
SRR1181064,Escherichia coli,NA,NA
SRR1187708,Escherichia coli,NA,NA
SRR1187752,Escherichia coli,NA,NA
SRR1187763,Escherichia coli,NA,NA
SRR1187772,Escherichia coli,NA,NA
SRR1187774,Escherichia coli,NA,NA
SRR1187780,Escherichia coli,NA,NA
SRR1187781,Escherichia coli,NA,NA
SRR1187782,Escherichia coli,NA,NA
SRR1187783,Escherichia coli,NA,NA
SRR1187784,Escherichia coli,NA,NA
SRR1187790,Escherichia coli,NA,NA
SRR1187796,Escherichia coli,NA,NA
SRR1187803,Escherichia coli,NA,NA
SRR1187805,Escherichia coli,NA,NA
SRR1187810,Escherichia coli,NA,NA
SRR1187819,Escherichia coli,NA,NA
SRR1187820,Escherichia coli,NA,NA
SRR1187824,Escherichia coli,NA,NA
SRR1187825,Escherichia coli,NA,NA
SRR1187826,Escherichia coli,NA,NA
SRR1187834,Escherichia coli,NA,NA
SRR1187837,Escherichia coli,NA,NA
SRR1187838,Escherichia coli,NA,NA
SRR1187841,Escherichia coli,NA,NA
SRR1187842,Escherichia coli,NA,NA
SRR1187848,Escherichia coli,NA,NA
SRR1204059,Escherichia coli,NA,NA
SRR1204067,Escherichia coli,NA,NA
SRR2134675,Escherichia coli,NA,NA
SRR2134681,Escherichia coli,NA,NA
SRR2239575,Escherichia coli,NA,NA
SRR2239576,Escherichia coli,NA,NA
SRR2239577,Escherichia coli,NA,NA
SRR2239578,Escherichia coli,NA,NA
SRR2239579,Escherichia coli,NA,NA
SRR2239580,Escherichia coli,NA,NA
SRR2239581,Escherichia coli,NA,NA
SRR2239582,Escherichia coli,NA,NA
SRR2239583,Escherichia coli,NA,NA
SRR2239584,Escherichia coli,NA,NA
SRR2239585,Escherichia coli,NA,NA
SRR2239586,Escherichia coli,NA,NA
SRR2239587,Escherichia coli,NA,NA
SRR2239588,Escherichia coli,NA,NA
SRR2239589,Escherichia coli,NA,NA
SRR2239590,Escherichia coli,NA,NA
SRR2239591,Escherichia coli,NA,NA
SRR2239592,Escherichia coli,NA,NA
SRR2239593,Escherichia coli,NA,NA
SRR2239594,Escherichia coli,NA,NA
SRR2239595,Escherichia coli,NA,NA
SRR2239596,Escherichia coli,NA,NA
SRR2239597,Escherichia coli,NA,NA
SRR2239598,Escherichia coli,NA,NA
SRR2239599,Escherichia coli,NA,NA
SRR2239600,Escherichia coli,NA,NA
SRR2239601,Escherichia coli,NA,NA
SRR2239602,Escherichia coli,NA,NA
SRR2239603,Escherichia coli,NA,NA
SRR2239604,Escherichia coli,NA,NA
SRR2239605,Escherichia coli,NA,NA
SRR2239606,Escherichia coli,NA,NA
SRR2239607,Escherichia coli,NA,NA
SRR2239608,Escherichia coli,NA,NA
SRR2239609,Escherichia coli,NA,NA
SRR2239610,Escherichia coli,NA,NA
SRR2239611,Escherichia coli,NA,NA
SRR2239612,Escherichia coli,NA,NA
SRR2239613,Escherichia coli,NA,NA
SRR2239614,Escherichia coli,NA,NA
SRR2239615,Escherichia coli,NA,NA
SRR2239616,Escherichia coli,NA,NA
SRR2239617,Escherichia coli,NA,NA
SRR2239618,Escherichia coli,NA,NA
SRR2239619,Escherichia coli,NA,NA
SRR2239620,Escherichia coli,NA,NA
SRR2239621,Escherichia coli,NA,NA
SRR2239622,Escherichia coli,NA,NA
SRR2239623,Escherichia coli,NA,NA
SRR2239624,Escherichia coli,NA,NA
SRR2239625,Escherichia coli,NA,NA
SRR2239626,Escherichia coli,NA,NA
SRR2239627,Escherichia coli,NA,NA
SRR2239628,Escherichia coli,NA,NA
SRR2239629,Escherichia coli,NA,NA
SRR2239630,Escherichia coli,NA,NA
SRR2239631,Escherichia coli,NA,NA
SRR2239632,Escherichia coli,NA,NA
SRR2239633,Escherichia coli,NA,NA
SRR2239634,Escherichia coli,NA,NA
SRR2239635,Escherichia coli,NA,NA
SRR2239636,Escherichia coli,NA,NA
SRR2239637,Escherichia coli,NA,NA
SRR2239638,Escherichia coli,NA,NA
SRR2239639,Escherichia coli,NA,NA
SRR2239640,Escherichia coli,NA,NA
SRR2239641,Escherichia coli,NA,NA
SRR2239642,Escherichia coli,NA,NA
SRR2239643,Escherichia coli,NA,NA
SRR2239644,Escherichia coli,NA,NA
SRR2239645,Escherichia coli,NA,NA
SRR2239646,Escherichia coli,NA,NA
SRR2239647,Escherichia coli,NA,NA
SRR2239648,Escherichia coli,NA,NA
SRR2239649,Escherichia coli,NA,NA
SRR2239650,Escherichia coli,NA,NA
SRR2449036,Escherichia coli,NA,NA
SRR2449085,Escherichia coli,NA,NA
SRR2449109,Escherichia coli,NA,NA
SRR2449140,Escherichia coli,NA,NA
SRR2449141,Escherichia coli,NA,NA
SRR2449142,Escherichia coli,NA,NA
SRR2449143,Escherichia coli,NA,NA
SRR2449168,Escherichia coli,NA,NA
SRR2449204,Escherichia coli,NA,NA
SRR2449248,Escherichia coli,NA,NA
SRR2449254,Escherichia coli,NA,NA
SRR2544769,Escherichia coli,NA,NA
SRR2544770,Escherichia coli,NA,NA
SRR2544771,Escherichia coli,NA,NA
SRR2544772,Escherichia coli,NA,NA
SRR2544773,Escherichia coli,NA,NA
SRR2544774,Escherichia coli,NA,NA
SRR2544775,Escherichia coli,NA,NA
SRR2544776,Escherichia coli,NA,NA
SRR2544777,Escherichia coli,NA,NA
SRR2544778,Escherichia coli,NA,NA
SRR2927303,Escherichia coli,NA,NA
SRR2927304,Escherichia coli,NA,NA
SRR2927305,Escherichia coli,NA,NA
SRR2927306,Escherichia coli,NA,NA
SRR2927307,Escherichia coli,NA,NA
SRR2927308,Escherichia coli,NA,NA
SRR2976832,Escherichia coli,NA,NA
SRR2976833,Escherichia coli,NA,NA
SRR2976834,Escherichia coli,NA,NA
SRR2976836,Escherichia coli,NA,NA
SRR3057119,Escherichia coli,NA,NA
SRR3057120,Escherichia coli,NA,NA
SRR3057121,Escherichia coli,NA,NA
SRR3057122,Escherichia coli,NA,NA
SRR3057123,Escherichia coli,NA,NA
SRR3057124,Escherichia coli,NA,NA
SRR3057125,Escherichia coli,NA,NA
SRR3057126,Escherichia coli,NA,NA
SRR3057131,Escherichia coli,NA,NA
SRR3057133,Escherichia coli,NA,NA
SRR3057134,Escherichia coli,NA,NA
SRR3057135,Escherichia coli,NA,NA
SRR3095378,Escherichia coli,NA,NA
SRR3095379,Escherichia coli,NA,NA
SRR3095380,Escherichia coli,NA,NA
SRR3095381,Escherichia coli,NA,NA
SRR3095382,Escherichia coli,NA,NA
SRR3095384,Escherichia coli,NA,NA
SRR3095385,Escherichia coli,NA,NA
SRR3095387,Escherichia coli,NA,NA
SRR3095388,Escherichia coli,NA,NA
SRR3095389,Escherichia coli,NA,NA
SRR3095391,Escherichia coli,NA,NA
SRR3168634,Escherichia coli,NA,NA
SRR3168641,Escherichia coli,NA,NA
SRR3168643,Escherichia coli,NA,NA
SRR3222296,Escherichia coli,NA,NA
SRR3242018,Escherichia coli,NA,NA
SRR3290089,Escherichia coli,NA,NA
SRR3290090,Escherichia coli,NA,NA
SRR3290091,Escherichia coli,NA,NA
SRR3345825,Escherichia coli,NA,NA
SRR3345826,Escherichia coli,NA,NA
SRR3345827,Escherichia coli,NA,NA
SRR3345828,Escherichia coli,NA,NA
SRR3345829,Escherichia coli,NA,NA
SRR3345830,Escherichia coli,NA,NA
SRR3345831,Escherichia coli,NA,NA
SRR3345832,Escherichia coli,NA,NA
SRR3345833,Escherichia coli,NA,NA
SRR3345834,Escherichia coli,NA,NA
SRR3588895,Escherichia coli,NA,NA
SRR3588896,Escherichia coli,NA,NA
SRR3588897,Escherichia coli,NA,NA
SRR3615372,Escherichia coli,NA,NA
SRR3615373,Escherichia coli,NA,NA
SRR3618617,Escherichia coli,NA,NA
SRR3618619,Escherichia coli,NA,NA
SRR3618620,Escherichia coli,NA,NA
SRR3618621,Escherichia coli,NA,NA
SRR3618622,Escherichia coli,NA,NA
SRR3618626,Escherichia coli,NA,NA
SRR3618631,Escherichia coli,NA,NA
SRR3618632,Escherichia coli,NA,NA
SRR3618633,Escherichia coli,NA,NA
SRR3618634,Escherichia coli,NA,NA
SRR3666076,Escherichia coli,NA,NA
SRR3878674,Escherichia coli,NA,NA
SRR3932418,Escherichia coli,NA,NA
SRR3932419,Escherichia coli,NA,NA
SRR3932421,Escherichia coli,NA,NA
SRR3932425,Escherichia coli,NA,NA
SRR3932426,Escherichia coli,NA,NA
SRR3932427,Escherichia coli,NA,NA
SRR3932428,Escherichia coli,NA,NA
SRR3932429,Escherichia coli,NA,NA
SRR3982099,Escherichia coli,NA,NA
SRR3982152,Escherichia coli,NA,NA
SRR3982153,Escherichia coli,NA,NA
SRR3982177,Escherichia coli,NA,NA
SRR3982215,Escherichia coli,NA,NA
SRR3982317,Escherichia coli,NA,NA
SRR3982375,Escherichia coli,NA,NA
SRR3982376,Escherichia coli,NA,NA
SRR3982377,Escherichia coli,NA,NA
SRR3987130,Escherichia coli,NA,NA
SRR3996237,Escherichia coli,NA,NA
SRR3996243,Escherichia coli,NA,NA
SRR3996244,Escherichia coli,NA,NA
SRR3996249,Escherichia coli,NA,NA
SRR3996259,Escherichia coli,NA,NA
SRR4017814,Escherichia coli,NA,NA
SRR4017832,Escherichia coli,NA,NA
SRR4017838,Escherichia coli,NA,NA
SRR4017839,Escherichia coli,NA,NA
SRR4017845,Escherichia coli,NA,NA
SRR4017853,Escherichia coli,NA,NA
SRR4017857,Escherichia coli,NA,NA
SRR4017886,Escherichia coli,NA,NA
SRR4017888,Escherichia coli,NA,NA
SRR4017889,Escherichia coli,NA,NA
SRR4017891,Escherichia coli,NA,NA
SRR4017896,Escherichia coli,NA,NA
SRR4017899,Escherichia coli,NA,NA
SRR4017900,Escherichia coli,NA,NA
SRR4017901,Escherichia coli,NA,NA
SRR4017903,Escherichia coli,NA,NA
SRR4017904,Escherichia coli,NA,NA
SRR4017905,Escherichia coli,NA,NA
